dataset,document,expected_label,model_name,provider,model_group,model_access_type,model_api_id,response,normalized_response,is_valid_category,elapsed_time,input_tokens,output_tokens,total_tokens,estimated_cost,chars_processed,error_message,timestamp
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,,gpt_5_5_high,openai,main,api,gpt-5.5,minutas de reuniones,minutasdereuniones,True,1.4631071999901906,1492.0,47.0,1539.0,0.00887,5000,,2026-06-24T00:09:00.538357+00:00
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,,gpt_5_5_high,openai,main,api,gpt-5.5,minutas de reuniones,minutasdereuniones,True,1.812931900029071,1492.0,40.0,1532.0,0.00866,5000,,2026-06-24T00:09:02.353998+00:00
museo,datasets_md\museo\OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.35790459997952,862.0,77.0,939.0,0.00662,2016,,2026-06-24T00:09:04.713014+00:00
museo,datasets_md\museo\OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,9.557782499934548,1346.0,525.0,1871.0,0.02248,5000,,2026-06-24T00:09:14.271520+00:00
museo,datasets_md\museo\OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.367805000045337,728.0,58.0,786.0,0.00538,1505,,2026-06-24T00:09:16.640648+00:00
museo,datasets_md\museo\OFI MNCR-DAF-040-2024 solicitud criterio legal.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,11.503623900003731,1096.0,525.0,1621.0,0.02123,2672,,2026-06-24T00:09:28.145269+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.422721399925649,1464.0,75.0,1539.0,0.00957,5000,,2026-06-24T00:09:30.569532+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-005-2024 entrega revistas.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,1.9494542999891564,814.0,46.0,860.0,0.00545,1895,,2026-06-24T00:09:32.520928+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.973175000050105,1200.0,83.0,1283.0,0.00849,3632,,2026-06-24T00:09:35.494853+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,7.76956769998651,697.0,456.0,1153.0,0.017165,1322,,2026-06-24T00:09:43.265661+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-008-2024 bienes.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,5.256254200008698,1675.0,229.0,1904.0,0.015245,5000,,2026-06-24T00:09:48.523385+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-009-2024 bienes.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.731729999999516,1031.0,90.0,1121.0,0.007855,2759,,2026-06-24T00:09:51.256378+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,7.0176321000326425,1293.0,425.0,1718.0,0.019215,3902,,2026-06-24T00:09:58.275963+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,11.928305299952626,733.0,477.0,1210.0,0.017975,1432,,2026-06-24T00:10:10.205577+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-012-2024 UI Computadora.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,4.201386600034311,783.0,144.0,927.0,0.008235,1766,,2026-06-24T00:10:14.407862+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,1.9252713999012483,1083.0,74.0,1157.0,0.0076349999999999,2870,,2026-06-24T00:10:16.334191+00:00
museo,datasets_md\museo\OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,2.5954878999618813,673.0,119.0,792.0,0.006935,1254,,2026-06-24T00:10:18.930934+00:00
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,2.2068900000303984,651.0,102.0,753.0,0.0063149999999999,1180,,2026-06-24T00:10:21.139165+00:00
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes sobre voluntariado,expedientessobrevoluntariado,True,7.200489499955438,1155.0,379.0,1534.0,0.017145,3269,,2026-06-24T00:10:28.341132+00:00
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,9.49949519999791,774.0,529.0,1303.0,0.0197399999999999,1614,,2026-06-24T00:10:37.841779+00:00
museo,datasets_md\museo\OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.392230099998415,1424.0,144.0,1568.0,0.0114399999999999,5000,,2026-06-24T00:10:42.234906+00:00
museo,datasets_md\museo\OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.510748300002888,649.0,84.0,733.0,0.0057649999999999,1104,,2026-06-24T00:10:44.747310+00:00
museo,datasets_md\museo\OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.460131499916315,941.0,179.0,1120.0,0.010075,2754,,2026-06-24T00:10:48.208568+00:00
museo,datasets_md\museo\OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.949285299982876,367.0,149.0,516.0,0.006305,220,,2026-06-24T00:10:51.159194+00:00
museo,datasets_md\museo\OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.395998700056225,784.0,247.0,1031.0,0.01133,1898,,2026-06-24T00:10:55.556247+00:00
museo,datasets_md\museo\OFI MNCR-DG-459-2024 deshumificador.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,8.115495800040662,1569.0,525.0,2094.0,0.023595,5000,,2026-06-24T00:11:03.672388+00:00
museo,datasets_md\museo\OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.476083099958487,1492.0,231.0,1723.0,0.01439,5000,,2026-06-24T00:11:08.150813+00:00
museo,datasets_md\museo\OFI MNCR-JA-286-2024 CISED.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,7.552734700031578,992.0,376.0,1368.0,0.01624,2496,,2026-06-24T00:11:15.704439+00:00
museo,datasets_md\museo\Oficios DPPC 142.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.585273500066251,1383.0,263.0,1646.0,0.0148049999999999,5000,,2026-06-24T00:11:20.290719+00:00
museo,datasets_md\museo\Oficios DPPC 162.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,7.352398899965919,1412.0,389.0,1801.0,0.01873,5000,,2026-06-24T00:11:27.644697+00:00
museo,datasets_md\museo\OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,5.760733000002801,1529.0,313.0,1842.0,0.017035,5000,,2026-06-24T00:11:33.405440+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-001-2025 DHN.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.28923799993936,848.0,157.0,1005.0,0.00895,1940,,2026-06-24T00:11:36.696406+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-002-2025 DPPC.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.02624769997783,861.0,180.0,1041.0,0.009705,2026,,2026-06-24T00:11:40.723947+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-003-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,5.706181599991396,692.0,314.0,1006.0,0.0128799999999999,1222,,2026-06-24T00:11:46.431252+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.8865064000710845,821.0,139.0,960.0,0.008275,2116,,2026-06-24T00:11:49.318993+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-005-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,6.842056500026956,673.0,316.0,989.0,0.0128449999999999,1184,,2026-06-24T00:11:56.162814+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-006-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,9.87922120001167,697.0,526.0,1223.0,0.0192649999999999,1255,,2026-06-24T00:12:06.043720+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-007-2025 DG IADA.md,,gpt_5_5_high,openai,main,api,gpt-5.5,informes del índice de desarrollo archivístico,informesdelíndicededesarrolloarchivístico,True,3.2107472999487072,1454.0,160.0,1614.0,0.01207,5000,,2026-06-24T00:12:09.255977+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-008-2025 DG papel.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.507084999931976,1682.0,212.0,1894.0,0.0147699999999999,5000,,2026-06-24T00:12:13.764114+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-009-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,9.34785539994482,784.0,525.0,1309.0,0.01967,1641,,2026-06-24T00:12:23.113616+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-010-2025 DG avances.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.642579299979843,1434.0,206.0,1640.0,0.0133499999999999,4242,,2026-06-24T00:12:27.757247+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-011-2025 DPPC.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,6.391851399908774,1951.0,369.0,2320.0,0.020825,5000,,2026-06-24T00:12:34.149934+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-012-2025 DHN.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.745168800000101,1392.0,198.0,1590.0,0.0129,3079,,2026-06-24T00:12:37.896486+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-013-2025 Memoria del Mundo.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.902277099899948,1283.0,95.0,1378.0,0.009265,3561,,2026-06-24T00:12:40.799881+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.199597700033337,792.0,82.0,874.0,0.00642,1803,,2026-06-24T00:12:43.000313+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio_1.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,1.9731880000326785,845.0,71.0,916.0,0.006355,1923,,2026-06-24T00:12:44.974477+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-015-2025 AN deshumidif.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,10.350352100096645,754.0,526.0,1280.0,0.0195499999999999,1449,,2026-06-24T00:12:55.326874+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-016-2025 Inf.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.304229300003499,1291.0,177.0,1468.0,0.011765,4075,,2026-06-24T00:12:59.631777+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,9.234506999957375,642.0,526.0,1168.0,0.01899,1125,,2026-06-24T00:13:08.867916+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-018-2025 JDAF.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,2.5543354999972507,810.0,117.0,927.0,0.00756,1920,,2026-06-24T00:13:11.423318+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-019-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,9.499776100041345,677.0,526.0,1203.0,0.0191649999999999,1169,,2026-06-24T00:13:20.923836+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 AJ convenio.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,5.673864199896343,1029.0,192.0,1221.0,0.010905,2462,,2026-06-24T00:13:26.598913+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 anexo 1.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,4.568042799946852,2058.0,257.0,2315.0,0.018,5000,,2026-06-24T00:13:31.167409+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 anexo 2.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.6861468999413773,367.0,97.0,464.0,0.0047449999999999,218,,2026-06-24T00:13:33.854855+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-021-2025 JA.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.719057200010866,1351.0,103.0,1454.0,0.009845,5000,,2026-06-24T00:13:36.575935+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI Anexo 1 prueba.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.4242631000233814,826.0,47.0,873.0,0.00554,1462,,2026-06-24T00:13:38.001109+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI Anexo 2 MICITT-DGDCFD-OF-000132-2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,1.9162408999400211,1413.0,63.0,1476.0,0.008955,5000,,2026-06-24T00:13:39.919068+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-022-2025 AI.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,1.687114499974996,1489.0,53.0,1542.0,0.009035,4867,,2026-06-24T00:13:41.608201+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-023-2025 Comision NICSP.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,8.557077400037088,1266.0,525.0,1791.0,0.02208,3108,,2026-06-24T00:13:50.165871+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-024-2025 Cuadro JA.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,5.6013090999331325,1032.0,240.0,1272.0,0.01236,2814,,2026-06-24T00:13:55.769402+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-025-2025 CuadroDG.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,4.018689100048505,1379.0,197.0,1576.0,0.012805,4160,,2026-06-24T00:13:59.788809+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-026-2025 CuadroAJ.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,11.139772900030948,1423.0,527.0,1950.0,0.022925,4189,,2026-06-24T00:14:10.929369+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-027-2025 CuadroDAF.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,4.973837300087325,1048.0,203.0,1251.0,0.01133,2853,,2026-06-24T00:14:15.904927+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-028-2025 CuadroRH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,4.753003099933267,1612.0,196.0,1808.0,0.01394,5000,,2026-06-24T00:14:20.659340+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-029-2025 CuadroSG.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,7.3237186999758705,1305.0,383.0,1688.0,0.018015,3752,,2026-06-24T00:14:27.984404+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-030-2025 CuadroDPPC.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,4.802749600028619,1446.0,228.0,1674.0,0.01407,4305,,2026-06-24T00:14:32.788434+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-031-2025 CuadroDAH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,2.6889163999585435,1368.0,124.0,1492.0,0.01056,4028,,2026-06-24T00:14:35.478703+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-032-2025 CuadroDHN.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,5.8378820000216365,1234.0,296.0,1530.0,0.01505,3566,,2026-06-24T00:14:41.317848+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-033-2025 CuadroDPM.md,,gpt_5_5_high,openai,main,api,gpt-5.5,instrumentos técnicos archivísticos,instrumentostécnicosarchivísticos,True,5.913732600049116,1351.0,272.0,1623.0,0.014915,3898,,2026-06-24T00:14:47.233777+00:00
museo,datasets_md\museo\OFI_MNCR-DAF-AC-034-2025 RH.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,6.022900599986315,869.0,344.0,1213.0,0.014665,1669,,2026-06-24T00:14:53.258058+00:00
museo,datasets_md\museo\OFI_MNCR-DAH-214-2025 avance en inventario de mapas.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,8.771267700009048,1425.0,525.0,1950.0,0.022875,4691,,2026-06-24T00:15:02.029637+00:00
museo,datasets_md\museo\OFI_MNCR-DG-030-2025 _envio transferencia T01-2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,2.6749339000089094,618.0,114.0,732.0,0.00651,1054,,2026-06-24T00:15:04.706696+00:00
museo,datasets_md\museo\OFI_MNCR-DG-031-2025_salida cajas.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.9511561000254005,665.0,102.0,767.0,0.006385,1277,,2026-06-24T00:15:07.658409+00:00
museo,datasets_md\museo\OFI_MNCR-DG-036-2025_Colección_Henry_Pitter.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.8744332999922335,1189.0,154.0,1343.0,0.010565,3676,,2026-06-24T00:15:11.534470+00:00
museo,datasets_md\museo\OFI_MNCR-DG-222-2025 carta recomendación Sofía Irola.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.447653100010939,845.0,94.0,939.0,0.007045,2228,,2026-06-24T00:15:13.982970+00:00
museo,datasets_md\museo\OFI_MNCR-DG-314-2025_uso vehículo Institucional.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,7.384953700006008,675.0,353.0,1028.0,0.013965,1386,,2026-06-24T00:15:21.369866+00:00
museo,datasets_md\museo\OFI_MNCR-DPM-180-2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de transferencias de documentos,expedientesdetransferenciasdedocumentos,True,2.82619649998378,661.0,119.0,780.0,0.006875,1191,,2026-06-24T00:15:24.197133+00:00
museo,datasets_md\museo\OFI_MNCR-JA-117-2025 DG Resguardo de archivos del MNCR Act 07 Ac 09-firmado.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.995729099959135,952.0,108.0,1060.0,0.008,2387,,2026-06-24T00:15:27.193715+00:00
museo,datasets_md\museo\OFI_MNCR-JA-311-2025 convenio medio ambiente reciclaje.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.775563500006683,1475.0,88.0,1563.0,0.010015,4340,,2026-06-24T00:15:29.970342+00:00
museo,datasets_md\museo\Planificación EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,3.9681587999220937,1942.0,82.0,2024.0,0.01217,5000,,2026-06-24T00:15:33.939592+00:00
museo,datasets_md\museo\PRO_ MNCR-DAF-AC-001-2025 Proyecto Archivo Digital.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de proyectos y programas institucionales,expedientesdeproyectosyprogramasinstitucionales,True,3.138123800046742,1341.0,157.0,1498.0,0.011415,5000,,2026-06-24T00:15:37.078390+00:00
museo,datasets_md\museo\Recomendaciones_atención_material_gráfico_MNCR.md,,gpt_5_5_high,openai,main,api,gpt-5.5,informes técnicos producidos,informestécnicosproducidos,True,4.56557169998996,1022.0,211.0,1233.0,0.01144,2816,,2026-06-24T00:15:41.645833+00:00
museo,datasets_md\museo\RNMM-034-2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,2.483398300013505,1007.0,55.0,1062.0,0.006685,2882,,2026-06-24T00:15:44.130228+00:00
museo,datasets_md\museo\RNMM-036-2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.250756000052206,1097.0,129.0,1226.0,0.009355,3154,,2026-06-24T00:15:47.382258+00:00
museo,datasets_md\museo\Seguimiento EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,3.623712799977511,1968.0,88.0,2056.0,0.01248,5000,,2026-06-24T00:15:51.007501+00:00
museo,datasets_md\museo\Sofia Irola Rojas.md,,gpt_5_5_high,openai,main,api,gpt-5.5,correspondencia,correspondencia,True,3.234952999977395,441.0,109.0,550.0,0.005475,321,,2026-06-24T00:15:54.243276+00:00
museo,datasets_md\museo\SOL MNCR-DAF-11DIC2024 Transporte AC.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,2.729981200071052,663.0,86.0,749.0,0.005895,1232,,2026-06-24T00:15:56.975683+00:00
museo,datasets_md\museo\SOL MNCR-DAF-21NOV2024 Traslado de Bienes- Deshumidificador.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,5.96230250003282,980.0,175.0,1155.0,0.01015,2191,,2026-06-24T00:16:02.939369+00:00
museo,datasets_md\museo\SOL MNCR-DAF-22NOV2024 Traslado de Bienes.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,9.27048940001987,1851.0,506.0,2357.0,0.024435,4115,,2026-06-24T00:16:12.210879+00:00
museo,datasets_md\museo\SOL MNCR-DAF-AC-17Y18SET2024 Capacitación SIR.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,5.5212394000263885,1714.0,270.0,1984.0,0.0166699999999999,5000,,2026-06-24T00:16:17.733775+00:00
museo,datasets_md\museo\SOL MNCR-DAF-AC-19SET2024 Capacitación SIR.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,4.551408800063655,1411.0,157.0,1568.0,0.011765,3983,,2026-06-24T00:16:22.286992+00:00
museo,datasets_md\museo\Solicitud vacaciones Sofia Irola 26-07.md,,gpt_5_5_high,openai,main,api,gpt-5.5,expedientes de trámites laborales,expedientesdetrámiteslaborales,True,2.608829899923876,616.0,108.0,724.0,0.00632,850,,2026-06-24T00:16:24.896330+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-003-2025_Traslado CPU.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,2.246965500060469,1155.0,78.0,1233.0,0.008115,3229,,2026-06-24T00:16:27.144987+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-006-2025_transporte.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.7408069999655709,996.0,52.0,1048.0,0.00654,1925,,2026-06-24T00:16:28.886619+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-007-2025_transporte.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.5654250000370666,917.0,42.0,959.0,0.0058449999999999,1785,,2026-06-24T00:16:30.453159+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-008-2025_transporte.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.8160374000435693,916.0,46.0,962.0,0.00596,1766,,2026-06-24T00:16:32.270145+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-009-2025_transporte.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.3358084000647068,913.0,40.0,953.0,0.0057649999999999,1753,,2026-06-24T00:16:33.607600+00:00
museo,datasets_md\museo\SOL_ MNCR-DAF-AC-010-2025_transporte.md,,gpt_5_5_high,openai,main,api,gpt-5.5,solicitudes administrativas,solicitudesadministrativas,True,1.5091665000654757,916.0,45.0,961.0,0.0059299999999999,1784,,2026-06-24T00:16:35.117417+00:00
